,cfips,county,state
872,19171,Tama County,Iowa
873,19173,Taylor County,Iowa
874,19175,Union County,Iowa
875,19177,Van Buren County,Iowa
876,19179,Wapello County,Iowa
877,19181,Warren County,Iowa
878,19183,Washington County,Iowa
879,19185,Wayne County,Iowa
880,19187,Webster County,Iowa
881,19189,Winnebago County,Iowa
882,19191,Winneshiek County,Iowa
883,19193,Woodbury County,Iowa
884,19195,Worth County,Iowa
885,19197,Wright County,Iowa
886,20001,Allen County,Kansas
887,20003,Anderson County,Kansas
888,20005,Atchison County,Kansas
889,20007,Barber County,Kansas
890,20009,Barton County,Kansas
891,20011,Bourbon County,Kansas
892,20013,Brown County,Kansas
893,20015,Butler County,Kansas
894,20017,Chase County,Kansas
895,20019,Chautauqua County,Kansas
896,20021,Cherokee County,Kansas
897,20023,Cheyenne County,Kansas
898,20025,Clark County,Kansas
899,20027,Clay County,Kansas
900,20029,Cloud County,Kansas
901,20031,Coffey County,Kansas
902,20033,Comanche County,Kansas
903,20035,Cowley County,Kansas
904,20037,Crawford County,Kansas
905,20039,Decatur County,Kansas
906,20041,Dickinson County,Kansas
907,20043,Doniphan County,Kansas
908,20045,Douglas County,Kansas
909,20047,Edwards County,Kansas
910,20049,Elk County,Kansas
911,20051,Ellis County,Kansas
912,20053,Ellsworth County,Kansas
913,20055,Finney County,Kansas
914,20057,Ford County,Kansas
915,20059,Franklin County,Kansas
916,20061,Geary County,Kansas
917,20063,Gove County,Kansas
918,20065,Graham County,Kansas
919,20067,Grant County,Kansas
920,20069,Gray County,Kansas
921,20071,Greeley County,Kansas
922,20073,Greenwood County,Kansas
923,20075,Hamilton County,Kansas
924,20077,Harper County,Kansas
925,20079,Harvey County,Kansas
926,20081,Haskell County,Kansas
927,20083,Hodgeman County,Kansas
928,20085,Jackson County,Kansas
929,20087,Jefferson County,Kansas
930,20089,Jewell County,Kansas
931,20091,Johnson County,Kansas
932,20093,Kearny County,Kansas
933,20095,Kingman County,Kansas
934,20097,Kiowa County,Kansas
935,20099,Labette County,Kansas
936,20101,Lane County,Kansas
937,20103,Leavenworth County,Kansas
938,20105,Lincoln County,Kansas
939,20107,Linn County,Kansas
940,20109,Logan County,Kansas
941,20111,Lyon County,Kansas
942,20113,McPherson County,Kansas
943,20115,Marion County,Kansas
944,20117,Marshall County,Kansas
945,20119,Meade County,Kansas
946,20121,Miami County,Kansas
947,20123,Mitchell County,Kansas
948,20125,Montgomery County,Kansas
949,20127,Morris County,Kansas
950,20129,Morton County,Kansas
951,20131,Nemaha County,Kansas
952,20133,Neosho County,Kansas
953,20135,Ness County,Kansas
954,20137,Norton County,Kansas
955,20139,Osage County,Kansas
956,20141,Osborne County,Kansas
957,20143,Ottawa County,Kansas
958,20145,Pawnee County,Kansas
959,20147,Phillips County,Kansas
960,20149,Pottawatomie County,Kansas
961,20151,Pratt County,Kansas
962,20153,Rawlins County,Kansas
963,20155,Reno County,Kansas
964,20157,Republic County,Kansas
965,20159,Rice County,Kansas
966,20161,Riley County,Kansas
967,20163,Rooks County,Kansas
968,20165,Rush County,Kansas
969,20167,Russell County,Kansas
970,20169,Saline County,Kansas
971,20171,Scott County,Kansas
972,20173,Sedgwick County,Kansas
973,20175,Seward County,Kansas
974,20177,Shawnee County,Kansas
975,20179,Sheridan County,Kansas
976,20181,Sherman County,Kansas
977,20183,Smith County,Kansas
978,20185,Stafford County,Kansas
979,20187,Stanton County,Kansas
980,20189,Stevens County,Kansas
981,20191,Sumner County,Kansas
982,20193,Thomas County,Kansas
983,20195,Trego County,Kansas
984,20197,Wabaunsee County,Kansas
985,20199,Wallace County,Kansas
986,20201,Washington County,Kansas
987,20203,Wichita County,Kansas
988,20205,Wilson County,Kansas
989,20207,Woodson County,Kansas
990,20209,Wyandotte County,Kansas
991,21001,Adair County,Kentucky
992,21003,Allen County,Kentucky
993,21005,Anderson County,Kentucky
994,21007,Ballard County,Kentucky
995,21009,Barren County,Kentucky
996,21011,Bath County,Kentucky
997,21013,Bell County,Kentucky
998,21015,Boone County,Kentucky
999,21017,Bourbon County,Kentucky
1000,21019,Boyd County,Kentucky
1001,21021,Boyle County,Kentucky
1002,21023,Bracken County,Kentucky
1003,21025,Breathitt County,Kentucky
1004,21027,Breckinridge County,Kentucky
1005,21029,Bullitt County,Kentucky
1006,21031,Butler County,Kentucky
1007,21033,Caldwell County,Kentucky
1008,21035,Calloway County,Kentucky
1009,21037,Campbell County,Kentucky
1010,21039,Carlisle County,Kentucky
1011,21041,Carroll County,Kentucky
1012,21043,Carter County,Kentucky
1013,21045,Casey County,Kentucky
1014,21047,Christian County,Kentucky
1015,21049,Clark County,Kentucky
1016,21051,Clay County,Kentucky
1017,21053,Clinton County,Kentucky
1018,21055,Crittenden County,Kentucky
1019,21057,Cumberland County,Kentucky
1020,21059,Daviess County,Kentucky
1021,21061,Edmonson County,Kentucky
1022,21063,Elliott County,Kentucky
1023,21065,Estill County,Kentucky
1024,21067,Fayette County,Kentucky
1025,21069,Fleming County,Kentucky
1026,21071,Floyd County,Kentucky
1027,21073,Franklin County,Kentucky
1028,21075,Fulton County,Kentucky
1029,21077,Gallatin County,Kentucky
1030,21079,Garrard County,Kentucky
1031,21081,Grant County,Kentucky
1032,21083,Graves County,Kentucky
1033,21085,Grayson County,Kentucky
1034,21087,Green County,Kentucky
1035,21089,Greenup County,Kentucky
1036,21091,Hancock County,Kentucky
1037,21093,Hardin County,Kentucky
1038,21095,Harlan County,Kentucky
1039,21097,Harrison County,Kentucky
1040,21099,Hart County,Kentucky
1041,21101,Henderson County,Kentucky
1042,21103,Henry County,Kentucky
1043,21105,Hickman County,Kentucky
1044,21107,Hopkins County,Kentucky
1045,21109,Jackson County,Kentucky
1046,21111,Jefferson County,Kentucky
1047,21113,Jessamine County,Kentucky
1048,21115,Johnson County,Kentucky
1049,21117,Kenton County,Kentucky
1050,21119,Knott County,Kentucky
1051,21121,Knox County,Kentucky
1052,21123,Larue County,Kentucky
1053,21125,Laurel County,Kentucky
1054,21127,Lawrence County,Kentucky
1055,21129,Lee County,Kentucky
1056,21131,Leslie County,Kentucky
1057,21133,Letcher County,Kentucky
1058,21135,Lewis County,Kentucky
1059,21137,Lincoln County,Kentucky
1060,21139,Livingston County,Kentucky
1061,21141,Logan County,Kentucky
1062,21143,Lyon County,Kentucky
1063,21145,McCracken County,Kentucky
1064,21147,McCreary County,Kentucky
1065,21149,McLean County,Kentucky
1066,21151,Madison County,Kentucky
1067,21153,Magoffin County,Kentucky
1068,21155,Marion County,Kentucky
1069,21157,Marshall County,Kentucky
1070,21159,Martin County,Kentucky
1071,21161,Mason County,Kentucky
1072,21163,Meade County,Kentucky
1073,21165,Menifee County,Kentucky
1074,21167,Mercer County,Kentucky
1075,21169,Metcalfe County,Kentucky
1076,21171,Monroe County,Kentucky
1077,21173,Montgomery County,Kentucky
1078,21175,Morgan County,Kentucky
1079,21177,Muhlenberg County,Kentucky
1080,21179,Nelson County,Kentucky
1081,21181,Nicholas County,Kentucky
1082,21183,Ohio County,Kentucky
1083,21185,Oldham County,Kentucky
1084,21187,Owen County,Kentucky
1085,21189,Owsley County,Kentucky
1086,21191,Pendleton County,Kentucky
1087,21193,Perry County,Kentucky
1088,21195,Pike County,Kentucky
1089,21197,Powell County,Kentucky
1090,21199,Pulaski County,Kentucky
1091,21201,Robertson County,Kentucky
1092,21203,Rockcastle County,Kentucky
1093,21205,Rowan County,Kentucky
1094,21207,Russell County,Kentucky
1095,21209,Scott County,Kentucky
1096,21211,Shelby County,Kentucky
1097,21213,Simpson County,Kentucky
1098,21215,Spencer County,Kentucky
1099,21217,Taylor County,Kentucky
1100,21219,Todd County,Kentucky
1101,21221,Trigg County,Kentucky
1102,21223,Trimble County,Kentucky
1103,21225,Union County,Kentucky
1104,21227,Warren County,Kentucky
1105,21229,Washington County,Kentucky
1106,21231,Wayne County,Kentucky
1107,21233,Webster County,Kentucky
1108,21235,Whitley County,Kentucky
1109,21237,Wolfe County,Kentucky
1110,21239,Woodford County,Kentucky
1111,22001,Acadia Parish,Louisiana
1112,22003,Allen Parish,Louisiana
1113,22005,Ascension Parish,Louisiana
1114,22007,Assumption Parish,Louisiana
1115,22009,Avoyelles Parish,Louisiana
1116,22011,Beauregard Parish,Louisiana
1117,22013,Bienville Parish,Louisiana
1118,22015,Bossier Parish,Louisiana
1119,22017,Caddo Parish,Louisiana
1120,22019,Calcasieu Parish,Louisiana
1121,22021,Caldwell Parish,Louisiana
1122,22023,Cameron Parish,Louisiana
1123,22025,Catahoula Parish,Louisiana
1124,22027,Claiborne Parish,Louisiana
1125,22029,Concordia Parish,Louisiana
1126,22031,De Soto Parish,Louisiana
1127,22033,East Baton Rouge Parish,Louisiana
1128,22035,East Carroll Parish,Louisiana
1129,22037,East Feliciana Parish,Louisiana
1130,22039,Evangeline Parish,Louisiana
1131,22041,Franklin Parish,Louisiana
1132,22043,Grant Parish,Louisiana
1133,22045,Iberia Parish,Louisiana
1134,22047,Iberville Parish,Louisiana
1135,22049,Jackson Parish,Louisiana
1136,22051,Jefferson Parish,Louisiana
1137,22053,Jefferson Davis Parish,Louisiana
1138,22055,Lafayette Parish,Louisiana
1139,22057,Lafourche Parish,Louisiana
1140,22059,LaSalle Parish,Louisiana
1141,22061,Lincoln Parish,Louisiana
1142,22063,Livingston Parish,Louisiana
1143,22065,Madison Parish,Louisiana
1144,22067,Morehouse Parish,Louisiana
1145,22069,Natchitoches Parish,Louisiana
1146,22071,Orleans Parish,Louisiana
1147,22073,Ouachita Parish,Louisiana
1148,22075,Plaquemines Parish,Louisiana
1149,22077,Pointe Coupee Parish,Louisiana
1150,22079,Rapides Parish,Louisiana
1151,22081,Red River Parish,Louisiana
1152,22083,Richland Parish,Louisiana
1153,22085,Sabine Parish,Louisiana
1154,22087,St. Bernard Parish,Louisiana
1155,22089,St. Charles Parish,Louisiana
1156,22091,St. Helena Parish,Louisiana
1157,22093,St. James Parish,Louisiana
1158,22095,St. John the Baptist Parish,Louisiana
1159,22097,St. Landry Parish,Louisiana
1160,22099,St. Martin Parish,Louisiana
1161,22101,St. Mary Parish,Louisiana
1162,22103,St. Tammany Parish,Louisiana
1163,22105,Tangipahoa Parish,Louisiana
1164,22107,Tensas Parish,Louisiana
1165,22109,Terrebonne Parish,Louisiana
1166,22111,Union Parish,Louisiana
1167,22113,Vermilion Parish,Louisiana
1168,22115,Vernon Parish,Louisiana
1169,22117,Washington Parish,Louisiana
1170,22119,Webster Parish,Louisiana
1171,22121,West Baton Rouge Parish,Louisiana
1172,22123,West Carroll Parish,Louisiana
1173,22125,West Feliciana Parish,Louisiana
1174,22127,Winn Parish,Louisiana
1175,23001,Androscoggin County,Maine
1176,23003,Aroostook County,Maine
1177,23005,Cumberland County,Maine
1178,23007,Franklin County,Maine
1179,23009,Hancock County,Maine
1180,23011,Kennebec County,Maine
1181,23013,Knox County,Maine
1182,23015,Lincoln County,Maine
1183,23017,Oxford County,Maine
1184,23019,Penobscot County,Maine
1185,23021,Piscataquis County,Maine
1186,23023,Sagadahoc County,Maine
1187,23025,Somerset County,Maine
1188,23027,Waldo County,Maine
1189,23029,Washington County,Maine
1190,23031,York County,Maine
1191,24001,Allegany County,Maryland
1192,24003,Anne Arundel County,Maryland
1193,24005,Baltimore County,Maryland
1194,24009,Calvert County,Maryland
1195,24011,Caroline County,Maryland
1196,24013,Carroll County,Maryland
1197,24015,Cecil County,Maryland
1198,24017,Charles County,Maryland
1199,24019,Dorchester County,Maryland
1200,24021,Frederick County,Maryland
1201,24023,Garrett County,Maryland
1202,24025,Harford County,Maryland
1203,24027,Howard County,Maryland
1204,24029,Kent County,Maryland
1205,24031,Montgomery County,Maryland
1206,24033,Prince George's County,Maryland
1207,24035,Queen Anne's County,Maryland
1208,24037,St. Mary's County,Maryland
1209,24039,Somerset County,Maryland
1210,24041,Talbot County,Maryland
1211,24043,Washington County,Maryland
1212,24045,Wicomico County,Maryland
1213,24047,Worcester County,Maryland
1214,24510,Baltimore city,Maryland
1215,25001,Barnstable County,Massachusetts
1216,25003,Berkshire County,Massachusetts
1217,25005,Bristol County,Massachusetts
1218,25007,Dukes County,Massachusetts
1219,25009,Essex County,Massachusetts
1220,25011,Franklin County,Massachusetts
1221,25013,Hampden County,Massachusetts
1222,25015,Hampshire County,Massachusetts
1223,25017,Middlesex County,Massachusetts
1224,25019,Nantucket County,Massachusetts
1225,25021,Norfolk County,Massachusetts
1226,25023,Plymouth County,Massachusetts
1227,25025,Suffolk County,Massachusetts
1228,25027,Worcester County,Massachusetts
1229,26001,Alcona County,Michigan
1230,26003,Alger County,Michigan
1231,26005,Allegan County,Michigan
1232,26007,Alpena County,Michigan
1233,26009,Antrim County,Michigan
1234,26011,Arenac County,Michigan
1235,26013,Baraga County,Michigan
1236,26015,Barry County,Michigan
1237,26017,Bay County,Michigan
1238,26019,Benzie County,Michigan
1239,26021,Berrien County,Michigan
1240,26023,Branch County,Michigan
1241,26025,Calhoun County,Michigan
1242,26027,Cass County,Michigan
1243,26029,Charlevoix County,Michigan
1244,26031,Cheboygan County,Michigan
1245,26033,Chippewa County,Michigan
1246,26035,Clare County,Michigan
1247,26037,Clinton County,Michigan
1248,26039,Crawford County,Michigan
1249,26041,Delta County,Michigan
1250,26043,Dickinson County,Michigan
1251,26045,Eaton County,Michigan
1252,26047,Emmet County,Michigan
1253,26049,Genesee County,Michigan
1254,26051,Gladwin County,Michigan
1255,26053,Gogebic County,Michigan
1256,26055,Grand Traverse County,Michigan
1257,26057,Gratiot County,Michigan
1258,26059,Hillsdale County,Michigan
1259,26061,Houghton County,Michigan
1260,26063,Huron County,Michigan
1261,26065,Ingham County,Michigan
1262,26067,Ionia County,Michigan
1263,26069,Iosco County,Michigan
1264,26071,Iron County,Michigan
1265,26073,Isabella County,Michigan
1266,26075,Jackson County,Michigan
1267,26077,Kalamazoo County,Michigan
1268,26079,Kalkaska County,Michigan
1269,26081,Kent County,Michigan
1270,26083,Keweenaw County,Michigan
1271,26085,Lake County,Michigan
1272,26087,Lapeer County,Michigan
1273,26089,Leelanau County,Michigan
1274,26091,Lenawee County,Michigan
1275,26093,Livingston County,Michigan
1276,26095,Luce County,Michigan
1277,26097,Mackinac County,Michigan
1278,26099,Macomb County,Michigan
1279,26101,Manistee County,Michigan
1280,26103,Marquette County,Michigan
1281,26105,Mason County,Michigan
1282,26107,Mecosta County,Michigan
1283,26109,Menominee County,Michigan
1284,26111,Midland County,Michigan
1285,26113,Missaukee County,Michigan
1286,26115,Monroe County,Michigan
1287,26117,Montcalm County,Michigan
1288,26119,Montmorency County,Michigan
1289,26121,Muskegon County,Michigan
1290,26123,Newaygo County,Michigan
1291,26125,Oakland County,Michigan
1292,26127,Oceana County,Michigan
1293,26129,Ogemaw County,Michigan
1294,26131,Ontonagon County,Michigan
1295,26133,Osceola County,Michigan
1296,26135,Oscoda County,Michigan
1297,26137,Otsego County,Michigan
1298,26139,Ottawa County,Michigan
1299,26141,Presque Isle County,Michigan
1300,26143,Roscommon County,Michigan
1301,26145,Saginaw County,Michigan
1302,26147,St. Clair County,Michigan
1303,26149,St. Joseph County,Michigan
1304,26151,Sanilac County,Michigan
1305,26153,Schoolcraft County,Michigan
1306,26155,Shiawassee County,Michigan
1307,26157,Tuscola County,Michigan
1308,26159,Van Buren County,Michigan
1309,26161,Washtenaw County,Michigan
1310,26163,Wayne County,Michigan
1311,26165,Wexford County,Michigan
1312,27001,Aitkin County,Minnesota
1313,27003,Anoka County,Minnesota
1314,27005,Becker County,Minnesota
1315,27007,Beltrami County,Minnesota
1316,27009,Benton County,Minnesota
1317,27011,Big Stone County,Minnesota
1318,27013,Blue Earth County,Minnesota
1319,27015,Brown County,Minnesota
1320,27017,Carlton County,Minnesota
1321,27019,Carver County,Minnesota
1322,27021,Cass County,Minnesota
1323,27023,Chippewa County,Minnesota
1324,27025,Chisago County,Minnesota
1325,27027,Clay County,Minnesota
1326,27029,Clearwater County,Minnesota
1327,27031,Cook County,Minnesota
1328,27033,Cottonwood County,Minnesota
1329,27035,Crow Wing County,Minnesota
1330,27037,Dakota County,Minnesota
1331,27039,Dodge County,Minnesota
1332,27041,Douglas County,Minnesota
1333,27043,Faribault County,Minnesota
1334,27045,Fillmore County,Minnesota
1335,27047,Freeborn County,Minnesota
1336,27049,Goodhue County,Minnesota
1337,27051,Grant County,Minnesota
1338,27053,Hennepin County,Minnesota
1339,27055,Houston County,Minnesota
1340,27057,Hubbard County,Minnesota
1341,27059,Isanti County,Minnesota
1342,27061,Itasca County,Minnesota
1343,27063,Jackson County,Minnesota
1344,27065,Kanabec County,Minnesota
1345,27067,Kandiyohi County,Minnesota
1346,27069,Kittson County,Minnesota
1347,27071,Koochiching County,Minnesota
1348,27073,Lac qui Parle County,Minnesota
1349,27075,Lake County,Minnesota
1350,27077,Lake of the Woods County,Minnesota
1351,27079,Le Sueur County,Minnesota
1352,27081,Lincoln County,Minnesota
1353,27083,Lyon County,Minnesota
1354,27085,McLeod County,Minnesota
1355,27087,Mahnomen County,Minnesota
1356,27089,Marshall County,Minnesota
1357,27091,Martin County,Minnesota
1358,27093,Meeker County,Minnesota
1359,27095,Mille Lacs County,Minnesota
1360,27097,Morrison County,Minnesota
1361,27099,Mower County,Minnesota
1362,27101,Murray County,Minnesota
1363,27103,Nicollet County,Minnesota
1364,27105,Nobles County,Minnesota
1365,27107,Norman County,Minnesota
1366,27109,Olmsted County,Minnesota
1367,27111,Otter Tail County,Minnesota
1368,27113,Pennington County,Minnesota
1369,27115,Pine County,Minnesota
1370,27117,Pipestone County,Minnesota
1371,27119,Polk County,Minnesota
1372,27121,Pope County,Minnesota
1373,27123,Ramsey County,Minnesota
1374,27125,Red Lake County,Minnesota
1375,27127,Redwood County,Minnesota
1376,27129,Renville County,Minnesota
1377,27131,Rice County,Minnesota
1378,27133,Rock County,Minnesota
1379,27135,Roseau County,Minnesota
1380,27137,St. Louis County,Minnesota
1381,27139,Scott County,Minnesota
1382,27141,Sherburne County,Minnesota
1383,27143,Sibley County,Minnesota
1384,27145,Stearns County,Minnesota
1385,27147,Steele County,Minnesota
1386,27149,Stevens County,Minnesota
1387,27151,Swift County,Minnesota
1388,27153,Todd County,Minnesota
1389,27155,Traverse County,Minnesota
1390,27157,Wabasha County,Minnesota
1391,27159,Wadena County,Minnesota
1392,27161,Waseca County,Minnesota
1393,27163,Washington County,Minnesota
1394,27165,Watonwan County,Minnesota
1395,27167,Wilkin County,Minnesota
1396,27169,Winona County,Minnesota
1397,27171,Wright County,Minnesota
1398,27173,Yellow Medicine County,Minnesota
1399,28001,Adams County,Mississippi
1400,28003,Alcorn County,Mississippi
1401,28005,Amite County,Mississippi
1402,28007,Attala County,Mississippi
1403,28009,Benton County,Mississippi
1404,28011,Bolivar County,Mississippi
1405,28013,Calhoun County,Mississippi
1406,28015,Carroll County,Mississippi
1407,28017,Chickasaw County,Mississippi
1408,28019,Choctaw County,Mississippi
1409,28021,Claiborne County,Mississippi
1410,28023,Clarke County,Mississippi
1411,28025,Clay County,Mississippi
1412,28027,Coahoma County,Mississippi
1413,28029,Copiah County,Mississippi
1414,28031,Covington County,Mississippi
1415,28033,DeSoto County,Mississippi
1416,28035,Forrest County,Mississippi
1417,28037,Franklin County,Mississippi
1418,28039,George County,Mississippi
1419,28041,Greene County,Mississippi
1420,28043,Grenada County,Mississippi
1421,28045,Hancock County,Mississippi
1422,28047,Harrison County,Mississippi
1423,28049,Hinds County,Mississippi
1424,28051,Holmes County,Mississippi
1425,28053,Humphreys County,Mississippi
1426,28055,Issaquena County,Mississippi
1427,28057,Itawamba County,Mississippi
1428,28059,Jackson County,Mississippi
1429,28061,Jasper County,Mississippi
1430,28063,Jefferson County,Mississippi
1431,28065,Jefferson Davis County,Mississippi
1432,28067,Jones County,Mississippi
1433,28069,Kemper County,Mississippi
1434,28071,Lafayette County,Mississippi
1435,28073,Lamar County,Mississippi
1436,28075,Lauderdale County,Mississippi
1437,28077,Lawrence County,Mississippi
1438,28079,Leake County,Mississippi
1439,28081,Lee County,Mississippi
1440,28083,Leflore County,Mississippi
1441,28085,Lincoln County,Mississippi
1442,28087,Lowndes County,Mississippi
1443,28089,Madison County,Mississippi
1444,28091,Marion County,Mississippi
1445,28093,Marshall County,Mississippi
1446,28095,Monroe County,Mississippi
1447,28097,Montgomery County,Mississippi
1448,28099,Neshoba County,Mississippi
1449,28101,Newton County,Mississippi
1450,28103,Noxubee County,Mississippi
1451,28105,Oktibbeha County,Mississippi
1452,28107,Panola County,Mississippi
1453,28109,Pearl River County,Mississippi
1454,28111,Perry County,Mississippi
1455,28113,Pike County,Mississippi
1456,28115,Pontotoc County,Mississippi
1457,28117,Prentiss County,Mississippi
1458,28119,Quitman County,Mississippi
1459,28121,Rankin County,Mississippi
1460,28123,Scott County,Mississippi
1461,28125,Sharkey County,Mississippi
1462,28127,Simpson County,Mississippi
1463,28129,Smith County,Mississippi
1464,28131,Stone County,Mississippi
1465,28133,Sunflower County,Mississippi
1466,28135,Tallahatchie County,Mississippi
1467,28137,Tate County,Mississippi
1468,28139,Tippah County,Mississippi
1469,28141,Tishomingo County,Mississippi
1470,28143,Tunica County,Mississippi
1471,28145,Union County,Mississippi
1472,28147,Walthall County,Mississippi
1473,28149,Warren County,Mississippi
1474,28151,Washington County,Mississippi
1475,28153,Wayne County,Mississippi
1476,28155,Webster County,Mississippi
1477,28157,Wilkinson County,Mississippi
1478,28159,Winston County,Mississippi
1479,28161,Yalobusha County,Mississippi
1480,28163,Yazoo County,Mississippi
1481,29001,Adair County,Missouri
1482,29003,Andrew County,Missouri
1483,29005,Atchison County,Missouri
1484,29007,Audrain County,Missouri
1485,29009,Barry County,Missouri
1486,29011,Barton County,Missouri
1487,29013,Bates County,Missouri
1488,29015,Benton County,Missouri
1489,29017,Bollinger County,Missouri
1490,29019,Boone County,Missouri
1491,29021,Buchanan County,Missouri
1492,29023,Butler County,Missouri
1493,29025,Caldwell County,Missouri
1494,29027,Callaway County,Missouri
1495,29029,Camden County,Missouri
1496,29031,Cape Girardeau County,Missouri
1497,29033,Carroll County,Missouri
1498,29035,Carter County,Missouri
1499,29037,Cass County,Missouri
1500,29039,Cedar County,Missouri
1501,29041,Chariton County,Missouri
1502,29043,Christian County,Missouri
1503,29045,Clark County,Missouri
1504,29047,Clay County,Missouri
1505,29049,Clinton County,Missouri
1506,29051,Cole County,Missouri
1507,29053,Cooper County,Missouri
1508,29055,Crawford County,Missouri
1509,29057,Dade County,Missouri
1510,29059,Dallas County,Missouri
1511,29061,Daviess County,Missouri
1512,29063,DeKalb County,Missouri
1513,29065,Dent County,Missouri
1514,29067,Douglas County,Missouri
1515,29069,Dunklin County,Missouri
1516,29071,Franklin County,Missouri
1517,29073,Gasconade County,Missouri
1518,29075,Gentry County,Missouri
1519,29077,Greene County,Missouri
1520,29079,Grundy County,Missouri
1521,29081,Harrison County,Missouri
1522,29083,Henry County,Missouri
1523,29085,Hickory County,Missouri
1524,29087,Holt County,Missouri
1525,29089,Howard County,Missouri
1526,29091,Howell County,Missouri
1527,29093,Iron County,Missouri
1528,29095,Jackson County,Missouri
1529,29097,Jasper County,Missouri
1530,29099,Jefferson County,Missouri
1531,29101,Johnson County,Missouri
1532,29103,Knox County,Missouri
1533,29105,Laclede County,Missouri
1534,29107,Lafayette County,Missouri
1535,29109,Lawrence County,Missouri
1536,29111,Lewis County,Missouri
1537,29113,Lincoln County,Missouri
1538,29115,Linn County,Missouri
1539,29117,Livingston County,Missouri
1540,29119,McDonald County,Missouri
1541,29121,Macon County,Missouri
1542,29123,Madison County,Missouri
1543,29125,Maries County,Missouri
1544,29127,Marion County,Missouri
1545,29129,Mercer County,Missouri
1546,29131,Miller County,Missouri
1547,29133,Mississippi County,Missouri
1548,29135,Moniteau County,Missouri
1549,29137,Monroe County,Missouri
1550,29139,Montgomery County,Missouri
1551,29141,Morgan County,Missouri
1552,29143,New Madrid County,Missouri
1553,29145,Newton County,Missouri
1554,29147,Nodaway County,Missouri
1555,29149,Oregon County,Missouri
1556,29151,Osage County,Missouri
1557,29153,Ozark County,Missouri
1558,29155,Pemiscot County,Missouri
1559,29157,Perry County,Missouri
1560,29159,Pettis County,Missouri
1561,29161,Phelps County,Missouri
1562,29163,Pike County,Missouri
1563,29165,Platte County,Missouri
1564,29167,Polk County,Missouri
1565,29169,Pulaski County,Missouri
1566,29171,Putnam County,Missouri
1567,29173,Ralls County,Missouri
1568,29175,Randolph County,Missouri
1569,29177,Ray County,Missouri
1570,29179,Reynolds County,Missouri
1571,29181,Ripley County,Missouri
1572,29183,St. Charles County,Missouri
1573,29185,St. Clair County,Missouri
1574,29186,Ste. Genevieve County,Missouri
1575,29187,St. Francois County,Missouri
1576,29189,St. Louis County,Missouri
1577,29195,Saline County,Missouri
1578,29197,Schuyler County,Missouri
1579,29199,Scotland County,Missouri
1580,29201,Scott County,Missouri
1581,29203,Shannon County,Missouri
1582,29205,Shelby County,Missouri
1583,29207,Stoddard County,Missouri
1584,29209,Stone County,Missouri
1585,29211,Sullivan County,Missouri
1586,29213,Taney County,Missouri
1587,29215,Texas County,Missouri
1588,29217,Vernon County,Missouri
1589,29219,Warren County,Missouri
1590,29221,Washington County,Missouri
1591,29223,Wayne County,Missouri
1592,29225,Webster County,Missouri
1593,29227,Worth County,Missouri
1594,29229,Wright County,Missouri
1595,29510,St. Louis city,Missouri
1596,30001,Beaverhead County,Montana
1597,30003,Big Horn County,Montana
1598,30005,Blaine County,Montana
1599,30007,Broadwater County,Montana
1600,30009,Carbon County,Montana
1601,30011,Carter County,Montana
1602,30013,Cascade County,Montana
1603,30015,Chouteau County,Montana
1604,30017,Custer County,Montana
1605,30019,Daniels County,Montana
1606,30021,Dawson County,Montana
1607,30023,Deer Lodge County,Montana
1608,30025,Fallon County,Montana
1609,30027,Fergus County,Montana
1610,30029,Flathead County,Montana
1611,30031,Gallatin County,Montana
1612,30033,Garfield County,Montana
1613,30035,Glacier County,Montana
1614,30037,Golden Valley County,Montana
1615,30039,Granite County,Montana
1616,30041,Hill County,Montana
1617,30043,Jefferson County,Montana
1618,30045,Judith Basin County,Montana
1619,30047,Lake County,Montana
1620,30049,Lewis and Clark County,Montana
1621,30051,Liberty County,Montana
1622,30053,Lincoln County,Montana
1623,30055,McCone County,Montana
1624,30057,Madison County,Montana
1625,30059,Meagher County,Montana
1626,30061,Mineral County,Montana
1627,30063,Missoula County,Montana
1628,30065,Musselshell County,Montana
1629,30067,Park County,Montana
1630,30069,Petroleum County,Montana
1631,30071,Phillips County,Montana
1632,30073,Pondera County,Montana
1633,30075,Powder River County,Montana
1634,30077,Powell County,Montana
1635,30079,Prairie County,Montana
1636,30081,Ravalli County,Montana
1637,30083,Richland County,Montana
1638,30085,Roosevelt County,Montana
1639,30087,Rosebud County,Montana
1640,30089,Sanders County,Montana
1641,30091,Sheridan County,Montana
1642,30093,Silver Bow County,Montana
1643,30095,Stillwater County,Montana
1644,30097,Sweet Grass County,Montana
1645,30099,Teton County,Montana
1646,30101,Toole County,Montana
1647,30103,Treasure County,Montana
1648,30105,Valley County,Montana
1649,30107,Wheatland County,Montana
1650,30109,Wibaux County,Montana
1651,30111,Yellowstone County,Montana
1652,31001,Adams County,Nebraska
1653,31003,Antelope County,Nebraska
1654,31005,Arthur County,Nebraska
1655,31007,Banner County,Nebraska
1656,31009,Blaine County,Nebraska
1657,31011,Boone County,Nebraska
1658,31013,Box Butte County,Nebraska
1659,31015,Boyd County,Nebraska
1660,31017,Brown County,Nebraska
1661,31019,Buffalo County,Nebraska
1662,31021,Burt County,Nebraska
1663,31023,Butler County,Nebraska
1664,31025,Cass County,Nebraska
1665,31027,Cedar County,Nebraska
1666,31029,Chase County,Nebraska
